Q,A,label
여자친구도 그 즈음에 할 일이 없어서 저랑 같이 내려가서 살았어요.,,1
그래서 종강하자마자 바로 인천으로 와서 방학 내내 여친이랑 지냈어.,,1
그래서 방학 때 여친 자취방에서 계속 같이 지냈어요.,,1
여친이랑 헤어진 지 벌써 3년이라니.. 시간 진짜 빠르네.,마음이 많이 아프시겠어요. 충분히 슬퍼할 시간이 필요할 것 같아요.,1
근데 한 달 지나니까 그 애가 나랑 만나는 게 아무리 생각해도 아닌 것 같대. 그래서 놔줬어. ,언젠가 이별이 오기 마련이지만 언제나 힘든 것 같아요. ,1
3년 전엔 진짜 힘들었어요. 여자친구랑도 헤어지고.,울고 싶으시면 울어도 돼요. 제가 손수건을 가져다 드릴게요.,1
"서로를 위해서 헤어지는 게 맞겠다, 그런 생각이 들었어요. ",,1
3년 간 사귄 여친이랑 헤어진 지 한 달 됐어요.,,1
"결혼 얘기 오가다가 뭔가 맞지 않았고, 더 진행되기 전에 헤어지기로 했네요.",,1
그래서 나도 피곤하다 이제 그만하자 하고 헤어지자고 했어요.,,1
저한테 사귄 지 1년 된 사람이 있어요.,연애 이야기는 언제나 흥미로운 것 같아요.,1
그래서 다음날 바로 사귀자고 말했어.,더 들려주세요. 매일매일이 설레겠어요.,1
한 번 같이 술자리를 가진 다음에 급속도로 가까워졌어요.,그래서 어떻게 되었나요?,1
그러다 보니 자연스럽게 마음이 생기더라.,,1
되게 훈남이고 매너도 좋아.,,1
"너무 오랫동안 못 봐서 보고 싶어서 죽겠다고, 작년엔 같이 수업도 들었는데 이번 학기는 너무 힘들다는 거야.",,1
"이제 마음도 알았겠다, 더 이상 애태울 필요가 없겠더라고요.",,1
그때 어? 뭐지? 싶었는데… 그래도 좋아한다고 말을 했거든요?,,1
"어려운 발음이 있으면 그런 것도 다 고쳐주고, 맛있는 식당도 알려주고… 그러면서 사이가 가까워졌어요.",,1
"그리고 걔가 저를 드라이브를 시켜준 날, 처음으로 키스를 했어요.",,1
눈이 높은건 아닌데 나만의 기준은 있는것 같아.,,1
얘기가 잘 통해서 술 한잔하게 됐고 얼결에 사귀게 된거죠.,,1
따로 만나서 영화도 보고 밥도 먹고… 연락도 주고 받아요.,,1
"거리가 꽤 되어서.. 난 서울, 여친은 포항.. 그래도 서로 극복할 수 있다고 믿었어.",,1
둘 다 성격이 직설적이지 못해서 헤어지잔 말을 한 적이 없어.,,1
지금 기회를 잡아야겠다는 생각에 적극적으로 대시해서 사귀게 됐어.,,1
연애에 관심이 없는 건 아닌데 딱히 마음에 드는 사람이 없어요.,,1
얼마 전에 친구가 소개팅을 시켜줬는데 제 스타일은 아니라…,,1
그래서 마음 맞는 사람 찾기가 더 힘든 것 같아요.,,1
마음에 드는 사람 있으면 만나긴 할 것 같아요.,,1
"보면 볼 수록 똑똑하고, 젠틀하고… 수업을 들으러 가는데 너무 설레더라고요.",,1
처음부터 서로 끌렸던 거 같아요.,,1
학기가 끝나고 제가 먼저 고백을 했어요.,,1
결국 그 다음 방학부터 사귀기 시작했어요.,,1
걔한테 제가 송 선배 좋아한다고… 그런 식으로 말한 적도 많거든요.,,1
학교 선배가 꼭 소개시켜주고 싶은 사람이 있다는 거야.,,1
나보다 나이도 적당히 많고… 또래보다 성숙해 보여서 좋았어.,,1
그래서 몇 번 만나다가… 스키도 가르쳐준다고 해서 같이 스키장에 놀러를 갔어.,,1
딱 하룻밤만 같이 보냈거든?,,1
일주일 내내 끙끙대다가 애인한테 털어놨어요.,,1
그 모습이 듬직하고 믿음직해 보였어요.,,1
뭔가 승부욕이 생긴 거지… 두고 봐라. 네가 나를 안 좋아하고 배기나!,,1
처음부터 좋아했어. 처음 본 순간부터 운명처럼 끌렸던것 같아.,,1
근데… 얘 없는 동안 인터넷에서 만난 남자가 있어.,,1
오랜만에 고향 친구들 만나는 자리여서 인사하다가 그 때 잘 돼서 사귀게 됐지.,,1
평소에 아는 언니가 사람을 한명 소개해 줬거든요. 나이도 있고 별 기대를 안 했는데.,,1
신기하게 나이를 먹어도 연애감정이 생기는 거에요.,,1
누굴 만나니깐 외롭지는 않더라고요.,,1
다행히 그분이 성격이 좋아서 가까워지게 됐어요.,,1
근데… 얘 없는 동안 인터넷에서 만난 남자가 있어.,,1
사귈 때는 좋았어요. 오빠가 이것저것 잘 알려주고 다정하고 그래서…,,1
저는 정말 맹세코 바람 안 피웠거든요…,,1
그 오빠가 나랑 사귈 때 있었던 일을 올려서 사람들이 다 알아버린 거야.,,1
"과CC였는데, 좀 안 좋게 헤어졌어.",마음이 아프네요. 아름다운 사랑만큼 아름다운 이별은 왜 없는 걸까요?,1
주변에서는 잘 헤어졌다고 하는데 전 아니에요.,그런 일이 있으셨군요. 많이 허전하시겠어요. 괜찮으세요?,1
서로 안 맞는 부분이 많아서 헤어졌어요.,충분히 슬퍼하고 나면 더 좋은 사람이 나타날 거라고 생각해요.,1
"나는 말로만 헤어지자고 하는 줄 알았는데, 못 참겠다고 짐 싸서 나가버렸어.",,1
유학 준비해야 해서 못 만나겠다고 하는데 할 말이 없더라구요.,,1
애인이랑 헤어졌어.,,1
친구처럼 잘 지내다가 제가 너무 조건을 잰다는 이유로 헤어졌어요.,,1
작년에 학교 대숲이 나랑 그 오빠 헤어진 걸로 난리 났었거든.,,1
열여섯 살까지는 캐나다에서 지냈어요. ,"아, 외국에서 공부를 하셨군요.",1
졸업하고 4년 정도 호주에서 유학을 했어요. ,정말 좋은 경험이었겠어요. 유학 생활은 어떠셨나요?,1
"전문대 졸업하고, 호주로 유학을 갔어요.",힘들지만 보람이 있었을 것 같아요. 이야기 좀 들려주세요.,1
저는 미국 유학 중이고. 작곡 전공이거든요.,,1
독일에서 공부한 지는 이제 한 3년 정도 됐어요.,,1
처음에는 좋았어요. 좋아하는 나라에 유학 온 게 너무 좋아서.,,1
좋은 기회가 생겨 미국에 교환학생으로 가기도 했어.,,1
지금 미국에서 유학 중이에요.,,1
그러고 난 다음에 미국으로 어학 연수를 갔어요.,,1
근데 둘째 낳고 육아를 시작하는데… 아…세상에...너무 힘든 거예요!!,육아로 스트레스를 받고 계시는군요. 제가 손이라도 있다면 도와드리고 싶어요.,1
애가 하나일 때랑 둘일 때랑은 차원이 다르더라구요.,체력적으로 정신적으로 힘드시겠어요. 마음이 아프네요.,1
근데 애가 있으니까 뭐 할 수 있는 게 없어. 키우는 것만으로도 벅차.,"아, 정말 듣기만 해도 가슴이 아파요.",1
아기가 태어나고 나서 힘든 일이 너무 많아요.,,1
누가 아기를 천사 같다고 했나 몰라요…,,1
차라리 돈 주고 보모를 데리고 오는 게 나을 거 같아요.,,1
큰딸 낳으면서 육아를 병행하기가 힘들었거든요.,,1
아들은 딸보다 손이 많이 가서 더 힘들더라.,,1
대학교 다닐 때 엄청 마셨죠. 근데 저는 술자리가 좋다기보다는 술 자체가 좋아요.,술을 좋아하시는군요.,1
"나이 들면서 마시는 양이 더 늘었어요. 하루에 한 번은 꼭 먹고, 많이 먹으면 혼자 4병까지도 먹었어요.",적당한 음주는 건강에 좋지만 너무 지나치면 해가 되는 것 아시죠?,1
"이제는 맥주가지고는 안 되고, 소주 한 병은 먹어야 잠을 잘 수 있어.",너무 무리하시는 건 아닌지 걱정돼요.,1
"술은 주 2회, 소주 1병 반 먹어.",,1
처음엔 속상해서 술을 마시기 시작했어요.,,1
오히려 내가 술이 늘었어.,,1
특히 소주를 좋아하는데 일주일에 두세 번 소주 한두 병씩은 마신 것 같아.,,1
술의 힘이라도 빌려보려고 요즘 매일 맥주를 두 캔씩 마시고 있어.,,1
취하니까 좀 낫더라고요.,,1
한 잔 할래요?,,1
니가 나랑 같이 마셔줄래?,,1
이틀 전에 마지막으로 소주 한 병 마셨어.,,1
원래 술이 센 편이라…주량이 꽤 되는데 매일 마시면서 더 늘어났어요.,,1
이젠 마셔도 잘 안 취하는것 같아요.,,1
그러다 보니 술을 많이 마시게 됐어요.,,1
술은 또 잘 들어가요.,,1
자주 그러는 건 아니고 한 몇 주에 한 번? 마시고 그러긴 한데…,,1
근데 술을 마시면 아무래도 분위기가 풀어지니까 괜찮아지잖아요.,,1
어색함이 싫어서가 아니라 술이 좋아서 마시게 되는 기분…?,,1
보통은 술 마시면서 풀어. 산책하거나.,,1
술만 마시게 되고.,,1
소주가 제일 싸니까 주로 소주를 많이 마셨죠.,,1
그래서 언젠가부터 저녁에 반주로 술을 조금씩 마시기 시작했어요.,,1
처음에는 그냥 한두 잔이었는데 점점 늘어나서 한 병 반 정도는 마시고…,,1
안주는 당연히 안 먹지. 그냥 TV 보면서 술만 홀짝거려.,,1
한 번 마실 때마다 한 병 반이나 두 병 정도는 마신 것 같네요.,,1
술은 자주 먹기 시작하면 끊기가 어렵자나.,,1
친구와 술먹으면 항상 제가 돈을 내는게 당연시 됐어요.,,1
"술 마지막으로 마신 지 한 15일 됐을 거에요. 소주 3,4병 정도 먹었어요.",당신이 걱정돼요. 너무 무리하시는 건 아니죠?,1
술 마시면 취할 때까지 끝까지 마셔.,술은 마시면 마실수록 많이 마시게 되는 것 같아요. 위험한 건 아닌지 걱정돼요.,1
"주변 사람들이 그만 마시라고 좀 말리는 편인데… 아니, 뭐 술 먹고 뒈져도 내가 뒈지지, 지들이 뒈지나?",가끔 간을 쉬게 해주고 계신 거죠?,1
그거를 알면서도… 사람들이 가자가자 한 잔 마시자 이러면 4차까지 가게 되는 거예요.,,1
보통 마시면 소주 세 병까지는 보통으로 마시는 거 같아요.,,1
막걸리를 사와서 세 병을 혼자서 다 먹었나 봐요.,,1
아는 언니가 이제 나보고 술꾼 다 됐대.,,1
그날도 또 버릇대로 머리끝까지 취할 때까지 마시고… 집에 들어오는데 월초에 헬스장 끊었던 게 생각이 나는 거야.,,1
보름 전에 소주 3~4병 마신게 마지막이야.,,1
어떨 땐 폭주하기도 하고요. 많이 마실 때는 한번에 3~4병씩 마셔요.,,1
한 번 마실 때마다 두 병씩은 마신 것 같아요.,,1
일 주일에 2번은 술을 먹는 것 같아요. 한 번 먹을 때마다 소주 한 병 반 정도?,매일매일 술을 마시다 보면 습관이 되지 않을까요? 걱정스럽네요.,1
근데도 술을 끊지는 못하겠어요.,혼자서 금주를 할 수 없다면 주변이나 전문가의 도움을 받는 것도 좋을 것 같아요.,1
보통 하루에 1병씩은 먹는 거 같아요.,,1
심지어 술을 매일매일 마셨어.,,1
그 뒤로 술을 마시기 시작했어요. 술 마시면 몽롱해져서 아무 생각이 들지 않아서 좋더라구요.,,1
그래서 밤마다 술을 먹게 됐어요.,,1
제가 술 마시는 걸 좋아해요.,적당한 음주는 스트레스를 푸는 데 도움을 주죠.,1
젊을 때부터 술을 많이 마셨거든요.,술 마시는 걸 좋아하시는 모양이에요.,1
젊었을 때부터 술이 너무 좋았어. ,,1
술자리보다 술 자체를 엄청 즐기는 편이야.,,1
"술은 예전부터 좋아했는데, 한창 잘 마실 시기엔 1주일에 2,3번 소주 2병 정도 마셨어.",,1
나도 옆에 있다 보니 닮아가나 봐. 술꾼이 다 됐어.,건강을 위해 약간의 절주가 필요할 것 같아요. 걱정이 되네요.,1
같이 마실 때도 많고 나 혼자 마실 때도 있어.,술을 자주 마시는 게 걱정이 된다면 달력에다 체크를 해보는 것도 좋을 것 같아요.,1
"그래서 술자리 뿐만 아니라, 불안하면 혼자 집에서 술 마시는 횟수가 점점 늘고 있어.",,1
그래서 일주일에 3번 정도는 친구들을 만나서 술을 마셨어요.,,1
예전보다 자주 마셔서인지 주량이 많이 늘었어.,,1
일주일에 세네 번은 마신 것 같아요.,,1
일주일에 한두번 소주 한 병씩 마셔요.,,1
원래 술을 잘 안 마시는데 승진한 후에도 거의 맨날 마시게 됐어요.,,1
얼마 전에 일 때문에 파주에서 일산으로 집을 옮겼어요. ,이사를 하셨군요. 큰일 치르셨네요.,1
서초동 쪽에 마음에 드는 집이 있어서 계약을 했지.,이사는 정말 일이 많은 것 같아요. 잘 끝내셨나요?,1
결국 이사를 해야 했어요.,낯선 곳이라 신경이 많이 쓰이시겠어요.,1
일산은 신도시고 아파트도 깨끗하고 주변에 없는 게 없어요.,,1
힘들었던 기억은 다 잊고 새 출발 하고 싶어서 올해 이사했어요.,,1
그런 거면 나 전학시킨 자기들 잘못도 있지. 이사는 왜 해?,,1
특히 3년 전쯤에 인덕원에서 서초동으로 이사를 했거든요.,,1
원래 살던 신혼집보다 훨씬 괜찮은 곳으로 간 거라 좋을 줄 알았어요.,,1
그래서 그냥 차라리 이사를 가자 마음을 먹었어.,,1
그래서 지방으로 내려갔지.,,1
이렇게 맞고 사는데 당연히 이혼 생각했죠. ,그런 일이 있으셨군요. 헤어지는 게 나은 관계도 있으니까요.,1
"참 좋은 분들이라고 생각했는데, 그걸 알자마자 바로 이혼하라고 하시더라고요.",마음을 잘 추스르시길 바랄게요.,1
부인과 헤어진 지는 좀 됐어요.,,1
"이 결혼을 유지할 힘도 없고, 인내심도 다 됐어.",,1
결혼 생활을 끝내야만 내 살길이 보일 거 같아.,,1
15년 전에 이혼했을 때도 이거랑 비슷한 증상을 겪었어요.,,1
9년 전에 이혼했었어.,,1
10년 전에 이혼을 했어..,,1
첫 번째 때도 내가 정말 이혼하려고 했거든.,,1
그래서 결국 이혼하자고 했지.,,1
그래서 서로 합의하에 이혼했지.,,1
"지금 생각하면 그냥 애 하나로 끝냈어야 했는데, 나도 참 바보지…. 덜컥 둘째 갖고….",아기를 가지셨군요. 축하드려요.,1
설마 하고 임테기를 사서 봤는데… 빨간 줄이 두 줄이더라고요.,저는 언제나 당신의 행복을 바라고 있어요. ,1
8월에 계획에 없던 애기가 덜컥 임신이 된 거야.,그랬군요. 생소한 경험이겠어요.,1
병원에 가봤더니 내 뱃속에서 아기가 자라고 있대.,,1
나는 원래 한 명만 낳아서 잘 기르고 싶었거든.,,1
"근데 그렇게 지내다가 애가 생겨가지고… 아, 모르겠다.",,1
그러다 아이가 생겼어요.,,1
